Continent,Country,Temp_1995,Temp_1996,Temp_1997,Temp_1998,Temp_1999,Temp_2000,Temp_2001,Temp_2002,Temp_2003,Temp_2004,Temp_2005,Temp_2006,Temp_2007,Temp_2008,Temp_2009,Temp_2010,Temp_2011,Temp_2012,Temp_2013,Temp_2014,Temp_2015,Temp_2016,Temp_2017,Temp_2018,Temp_2019,Temp_2020,CO2_1995,CO2_1996,CO2_1997,CO2_1998,CO2_1999,CO2_2000,CO2_2001,CO2_2002,CO2_2003,CO2_2004,CO2_2005,CO2_2006,CO2_2007,CO2_2008,CO2_2009,CO2_2010,CO2_2011,CO2_2012,CO2_2013,CO2_2014,CO2_2015,CO2_2016,CO2_2017,CO2_2018,CO2_2019,CO2_2020
Europe,Albania,,,71.93478260869566,61.612499999999976,63.116961130742055,63.17694524495682,61.23560000000005,63.301265822784835,63.6548476454294,61.523835616438305,60.81129476584021,59.87486187845302,61.329395604395586,60.66318681318682,61.156232686980566,60.56876712328763,59.91863013698633,60.3197260273972,60.413150684931466,60.65302197802197,60.96428571428581,60.73259668508292,60.38465753424662,62.09611111111115,61.668055555555505,51.1597014925373,0.612055270997031,0.62120565031993,0.469830996661353,0.576804441702653,0.960296939826517,1.03156754537918,1.05686835352119,1.23300153064067,1.3611587779509,1.42794420369885,1.36009220693963,1.36398860235111,1.43379650688868,1.42824958589414,1.49211670359782,1.64276192996892,1.76810850906738,1.5659214019027,1.65638950333875,1.79571244233506,1.66521852478371,1.5900693334483,1.88055711291312,1.85464154039805,1.74946245713759,1.54455011524574
Africa,Algeria,64.41046831955923,63.53021978021981,64.92630136986308,63.61966759002768,64.92362637362642,64.18278688524586,64.66986301369867,64.13545706371188,65.49340659340658,64.08743169398907,62.91342465753426,64.93041095890408,63.61236263736265,63.97753424657535,64.70824175824175,64.26821917808216,64.96082191780816,64.29043715846997,63.70465753424658,65.64697802197797,64.9436813186813,65.31187845303864,64.99589041095896,64.41944444444447,64.9927576601671,58.03432835820893,2.68418220900314,2.6263502240532,2.52521107743441,2.49456735827445,2.55404626686087,2.60106533887127,2.52060952562876,2.60569461284308,2.75109876087332,2.75275878150928,2.85792656968889,2.98514913079317,3.02350291507781,3.11677094713759,3.1870690441654,3.18435699969857,3.30523251701306,3.6213677179274,3.65846867891071,3.81152114717356,3.95196093867474,3.83383422168475,3.83368112626665,3.92429872230088,3.99440182789199,3.7182233703076
South America,Argentina,61.70136986301374,62.71010928961749,63.14383561643837,61.761111111111134,61.83571428571434,62.39616438356166,63.339835164835215,63.0066666666667,61.92424242424242,62.62595628415302,62.31150684931508,62.68794520547938,61.32142857142857,63.35576923076922,63.01483516483522,63.006301369863024,63.23534246575342,63.725136612021885,62.88054794520547,63.61369863013696,63.8255494505495,62.19393939393938,64.13780821917805,63.4747222222223,63.07130919220058,69.98432835820897,3.23030803714634,3.4627891850664,3.52129780315044,3.6615567575534,3.66960102153625,3.56791849018313,3.34187706655833,3.10048866797723,3.33489087930132,3.65608487008491,3.73671686472615,3.92426184145235,4.08315143871477,4.15237520977984,3.84834822677955,4.09984413971278,4.28102814513,4.26411100150765,4.34225013023383,4.20911189491323,4.30191380564475,4.20181586904703,4.07011168693629,3.97565074444479,3.74202981162433,3.4056175404138
Oceania,Australia,61.501753424657714,61.25579868708968,62.151780821917775,62.20084592145014,62.47236263736277,62.250218579235025,62.22906593406602,62.690333333333285,62.38268063982342,62.51846994535528,62.71293150684935,62.67490410958906,63.26450549450546,62.13676389653273,63.40357142857141,62.71435616438361,62.53884931506849,62.255683060109334,63.38265642151492,63.48395604395606,63.06362637362637,63.40822295805738,63.45564692982458,63.26409972299166,63.87577951002231,68.7164179104477,16.1146015841703,16.4710144168098,16.7061760772667,17.6023335431403,17.7372431090697,17.8373183976585,17.9307269150375,18.1232107784425,17.8945391341105,18.3688710453093,18.2784730852853,18.2927495943223,18.4547376555999,18.2392898668792,18.1572008366536,17.9737515176961,17.6560553381679,17.4056176654109,16.7945880965987,16.1557451398864,16.1984582210401,16.3203306101751,16.1491503049618,15.8657135218488,15.5990453615115,14.7761369066259
Europe,Austria,50.25123287671234,47.676775956284125,49.68273972602742,51.33795013850416,50.955219780219814,52.75956284153006,50.82301369863017,51.8689750692521,51.49506849315072,50.603005464480894,50.30219178082197,51.23534246575341,53.00906593406593,52.59123287671234,51.77390109890109,49.25068493150686,51.27945205479456,51.911475409836065,51.42630136986303,53.35302197802191,53.472802197802224,52.10826446280993,52.35150684931506,53.7889502762431,53.91222222222227,44.924626865671655,7.69806994672305,8.15463768955387,8.06021203957158,8.10766086454086,7.88945743440831,7.93085896065763,8.44465626905163,8.58383681081203,9.16931675643542,9.27587070234996,9.2664055123168,8.962101510998,8.58876639792215,8.50023841866895,7.72122810060212,8.36562481018494,8.13618977833065,7.72385166247508,7.754017978913,7.26093085754911,7.3188595368183,7.29077721621103,7.48703675539348,7.14114021108032,7.26333120118199,6.63264573733546
Asia,Bahrain,79.28273972602744,80.18005464480875,78.79726027397257,82.2008310249308,82.29587912087904,80.60601092896171,81.3230136986302,80.86592797783935,80.97643835616437,80.7784153005464,80.20931506849313,81.00547945205477,80.98159340659339,80.4931318681319,81.40439560439556,82.92684931506848,80.92,81.68415300546445,81.20438356164384,82.07390109890108,82.61538461538458,82.12790055248622,82.63589041095887,83.29861495844874,82.96350974930368,72.23880597014929,22.0837480054949,22.3703607709765,22.0883086158895,23.0323992838491,22.3235707587992,22.3159442371971,22.4391139009965,23.0134006125689,23.0568219197796,21.5097228271368,22.9440272485062,23.1574047277959,22.1050385764205,22.3013969557155,20.9564094542131,21.394806553811,21.465302946925,22.1841250870451,22.8688416095137,23.0965713649406,22.3856249935763,21.4953098652797,20.9460377778113,20.7379617303374,22.063354812112,21.9769078065259
Asia,Bangladesh,79.35017301038064,78.76584507042256,77.15481927710844,79.28705882352948,77.08787878787875,79.0985507246377,78.95656934306568,78.62374429223748,78.82487562189054,78.91494845360823,77.85701754385963,79.3555944055944,78.11386138613861,75.64156626506025,79.02384341637014,80.83544776119399,,,,,,,,,,,0.140538338424538,0.140354851446402,0.15544919958768,0.154800378681316,0.158617237321082,0.160122047170439,0.194686760625867,0.20340118824964,0.2097371984069,0.21995504350196,0.232135396844242,0.251721897657564,0.263586594582306,0.285933318249804,0.305030148225566,0.340233253415489,0.361557397209346,0.387829234655971,0.408788178786231,0.42518945677671,0.46351707533422,0.50773927054082,0.541787825904309,0.586157624560863,0.559733655592985,0.510647559277094
North America,Barbados,81.26071428571431,80.94598337950136,80.77999999999999,81.53527777777771,80.54340659340666,80.22575342465755,80.69530386740331,81.2288888888889,81.30087463556852,81.33659217877099,82.06191780821915,81.66904109589044,81.07694444444442,80.28480662983426,81.12280219780222,82.04273972602735,81.38575342465757,80.63524590163935,80.76575342465755,80.65879120879121,81.43296703296701,81.57486187845302,80.69087136929463,79.15827338129498,,,3.60880355924256,3.73095934823226,4.05935628970003,4.31304572109148,4.57546277018587,4.48920678463067,4.58517505284934,4.52721847966824,4.67254083192834,4.76788141747826,4.92101366721464,4.98326707959693,5.03602953095298,5.93834247253654,5.84277788532129,5.39294021717368,5.50390945456393,5.31367103914959,5.19917649395915,4.62018861737053,4.56543549947318,4.63224343170081,4.22645037197291,4.54138182546266,4.16614319366122,3.90487115816925
Europe,Belarus,44.31260273972603,41.64972677595629,42.97095890410956,44.442296918767504,46.92802197802201,46.96120218579237,45.367123287671234,46.53379501385043,44.60410958904108,44.71994535519125,45.14493150684931,45.16767123287672,46.75509641873281,46.97280219780219,45.01675824175824,44.88657534246575,46.51178082191784,45.11174863387976,46.319999999999965,46.82060439560437,48.24945054945055,46.41215469613259,46.09578313253013,44.421305841924344,44.48718861209966,38.00756302521007,5.64143156777859,5.75355115950293,5.83354493180237,5.67931991013073,5.48113454246037,5.30757213959263,5.20924054461533,5.24582111404253,5.36156433118783,5.72996540853549,5.84282870865483,6.12124572771216,5.99593994448043,6.32155697138482,6.01576102812717,6.47878137074492,6.16444733752901,6.3236304726789,6.34224947425193,6.29006780430576,5.799689168547,5.82946357939628,5.94640716888454,6.27957941620664,6.12342695003417,5.84240729590088
Europe,Belgium,51.701095890410976,48.19180327868852,51.13260273972603,51.29833795013852,52.125824175824214,52.31502732240441,51.58739726027402,52.33351800554014,52.32383561643834,51.62978142076503,52.140273972602735,52.05589041095888,52.14505494505498,51.06994535519125,51.26126373626372,48.835616438356155,52.475616438356184,50.75737704918034,49.85534246575341,53.12609890109893,51.92609890109894,51.561049723756874,52.132328767123305,53.05734072022163,52.50389972144848,46.91567164179104,11.3022428848678,11.7606250966732,11.4558386523456,11.7036858150067,11.2956940254453,11.4400292647238,11.504301239383,10.7280079862302,11.1315169148275,10.8770089098723,10.5892027545238,10.2466752332537,9.77872516634198,9.96411475547137,9.25341219597882,9.80881615729526,8.74124771793825,8.57803036878231,8.65194718679944,8.06155236787537,8.43483650630165,8.3106603919614,8.13943859065518,8.18436667928584,8.09379074556662,7.39813065774681
North America,Belize,78.16607142857143,80.29068493150686,81.85883977900556,81.95838150289016,80.31587743732585,80.4191780821918,80.9535714285714,81.36416666666669,81.44819944598339,81.36404494382029,81.68860398860396,81.1307692307692,81.7659638554217,81.2270114942529,81.59192200557098,80.92188365650962,81.43232876712334,81.09836065573772,80.76136986301373,80.82754820936641,81.66758241758244,81.31988950276244,81.25999999999995,81.01444444444446,81.82116991643454,80.89097744360902,1.99060700740828,1.57548608463591,1.92983506588613,1.7767343835452,1.60871041064224,1.76867465870236,1.9403466344216,1.75672983393688,1.70531594936325,1.50517403574788,1.55256353098529,1.5973456078191,1.65425526545144,1.47511540185363,1.69334534377775,1.64914655423991,1.74001177405944,1.38047048142907,1.32699716845379,1.37284118807385,1.875949993192,1.77314715242858,1.71633844240485,1.64892976606136,1.89208291034323,1.74110771521393
Africa,Benin,81.67873563218394,81.4353760445683,80.90614525139664,82.29745454545446,81.27150997150994,81.9016233766234,81.5440771349862,81.38690807799448,81.84472934472929,81.28360655737704,81.57123287671239,82.08698224852066,81.22727272727269,81.19857549857558,81.53104395604393,82.55835616438355,81.47445054945058,81.21366120218576,81.60384615384619,81.62576177285317,81.56098901098893,82.17817679558006,82.15342465753416,82.20698324022342,82.41197771587741,83.81119402985077,0.0499577359571495,0.156916822752286,0.193601842234555,0.184487581830578,0.197463714477338,0.203557490451232,0.240583768173254,0.292971417491603,0.318988595165453,0.335218430325513,0.355804505818145,0.413132505759208,0.462339326907855,0.451087855355473,0.481569175037509,0.510824490694717,0.478348573672836,0.443845154791085,0.453634928841865,0.488570533867478,0.503586323811604,0.598485713029697,0.592940505290305,0.636814493777282,0.60823677321991,0.631204805964476
South America,Bolivia,45.58684931506848,44.212295081967206,45.0454794520548,46.945429362880894,44.34065934065933,44.28849315068492,44.81043956043957,45.74555555555557,45.75414364640885,45.88087431693987,45.67205479452055,44.65698630136985,44.85467032967033,44.25730027548206,45.134340659340666,46.15369863013698,45.04684931506849,45.306557377049174,46.01377410468321,46.26022099447516,46.12060439560439,46.909392265193304,46.22876712328765,45.42472222222222,46.11916666666666,48.049253731343285,1.10113268288565,1.04278599293286,1.12886828444536,1.05329743422412,0.981769042304752,0.943608123029713,0.893302648362398,0.936961095694518,0.980272657274545,1.01802473644732,1.05391821261955,1.12284170571674,1.22616760606775,1.28880928502976,1.35011163213736,1.43811128924503,1.53821869932666,1.60468176145447,1.68698792155035,1.78421940046278,1.8036741828399,1.8936936513003,1.89131542884796,1.88518817031758,1.85346150629409,1.53946469560316
South America,Brazil,71.8170776255708,71.34526411657545,71.55490767735664,72.70339855818744,71.38425414364636,72.17059360730592,72.83223443223444,73.03274418604644,71.83783287419644,71.49553734061931,71.47041095890415,70.95050228310517,71.2539377289378,70.36023875114795,71.46840659340648,72.39945205479457,71.14,72.17468123861563,72.0696803652969,73.30321395775934,72.70842490842485,72.26031307550653,72.15726027397253,71.64616096207227,73.5555658627087,73.557855361596,1.47560355931892,1.58045439982994,1.66918123176385,1.69894488419783,1.73476944842688,1.7835001158786,1.79211227785649,1.76065124423135,1.70185253648103,1.77844124428615,1.77566292246976,1.77747795657257,1.847975735626,1.93921527398251,1.79932814185315,2.02660566892286,2.11062775987293,2.2714176835721,2.4134465369818,2.51459195963426,2.36536062099671,2.16125984748939,2.18548661863967,2.06426147881772,2.05077012882977,1.94252335631484
Europe,Bulgaria,49.4301369863014,,48.779999999999994,50.73711911357339,51.01043956043958,51.72759562841535,50.724109589041085,50.43407202216065,50.17205479452053,50.53961748633877,49.13972602739721,50.41808219178082,53.543956043955994,53.39561643835616,52.65494505494509,52.861095890410965,51.455616438356145,53.203551912568265,53.48493150684929,53.13598901098903,53.37005494505496,53.37292817679557,52.65397260273972,53.04238227146817,53.23621169916434,42.10820895522389,6.52895105404228,6.61280050547506,6.37562156613733,6.11345625283252,5.39812808380946,5.31458823633089,5.76661020618688,5.56322627543316,6.16479538416841,6.12499125291893,6.26527946570375,6.44055496747674,6.97101972105159,6.67853087882768,5.76373544669494,6.04962491881996,6.75495160259586,6.16257736225904,5.45906018005221,5.82153390574504,6.2073775238782,5.83441898521035,6.20201084038645,5.82177716644055,5.61371010274005,4.92328037940501
Africa,Burundi,79.32604166666667,79.20628571428571,78.43391304347826,82.4,77.4,,,,81.3,76.61333333333333,74.05098039215686,59.99279279279275,54.52765957446802,,,,,,,,,,,,,,0.036559570778166,0.0376527672929144,0.0381845492011799,0.038523098947201,0.0378306133478313,0.0416319271539568,0.0325098685701179,0.032802230972826,0.0249531909038623,0.0224141689005934,0.0217895175909076,0.0250189666226615,0.0241799187348301,0.0240030664007927,0.0227456280973839,0.0354239062608714,0.0379981118333185,0.0371804176191894,0.0361000266316517,0.0347596973886301,0.0341936179122354,0.0405380853018533,0.0474291236691765,0.057850230113233,0.0595713389942667,0.0583840218352736
North America,Canada,42.00221917808218,40.17499999999993,41.99452054794523,45.261855955678605,44.588131868132024,42.15384615384609,44.25761643835621,42.3765096952909,42.29967114277884,42.199535519125625,43.94100221483957,44.78857534246572,42.8502748763058,42.252263260205495,41.777933498213926,44.39616368286457,43.29231003967042,44.41622445867636,41.99391171993907,35.89191820837388,38.51577017114916,41.27994467496542,39.957417582417605,38.69375000000002,37.54965421853389,24.879400749063667,15.290466338986,15.5926140091235,15.9438483608679,16.0765716714674,16.2584734079999,16.7574667443141,16.3314615280591,16.7208798923722,17.2092113821362,16.7951576901417,17.0281072956225,16.5952042346131,17.3807042293862,16.5593366414317,15.5039646216605,15.7940671592831,15.9983215693798,15.7371988536414,15.8416956966325,15.8536844177013,15.6492103599944,15.4212605020165,15.5472632085172,15.6334755946572,15.0458384898173,13.5916963421093
Africa,Central African Republic,78.36134751773048,77.77566539923953,78.83278688524587,79.21158940397356,78.55723076923078,78.33728323699424,77.9724233983287,78.13183098591551,78.28607954545458,78.31787709497206,78.54183381088826,78.52067988668551,79.12039660056661,78.67603305785131,79.18760806916427,79.90146627565984,79.23917808219181,79.10054644808746,78.76510989010995,78.76620111731849,79.08022598870053,79.28867403314912,79.36164383561645,78.48305555555558,79.47794561933532,81.41343283582091,0.0499892269858816,0.0496496282223947,0.0482872204834968,0.0639650931741313,0.0647815810207476,0.0646951321701333,0.0658036248173819,0.0635518621865911,0.0573650660654344,0.0549677799383642,0.0532451505571377,0.0545600360659769,0.0543472174704593,0.0383682695753725,0.0368492772546631,0.0375101903041308,0.0410395387003695,0.0413130857313568,0.0251122973629173,0.0271738337653223,0.0382625562500039,0.0420865723239598,0.0445090109733524,0.0449675942827757,0.0451882048419334,0.044282072685485
Asia,China,59.77249315068491,59.08896174863387,60.55569760978318,61.80055432372503,60.75032967032969,60.16539092400235,60.30690410958908,60.71225055432367,60.6517827756445,60.931803278688555,60.22076712328775,61.17567123287675,61.71794166208038,60.315824175824126,60.56426608026386,59.66734246575344,59.932986301369965,59.583989071038275,60.763013698630054,61.4255085211654,61.68868131868132,61.59270315091207,62.01704109589035,61.73190899001109,61.992033426183895,52.202391629297395,2.5634787588548,2.52187187384502,2.54790366441071,2.60583573214379,2.51742076336975,2.65040910152893,2.77476219679994,2.96482122774133,3.43403647935424,3.94515487143877,4.46769636118185,4.91027619715946,5.30636800631315,5.43507909606652,5.79831993750282,6.33541976743751,6.90134732553428,7.04520023039603,7.32015492503154,7.30471287157582,7.14513153508327,7.10547993572515,7.22616015441748,7.53319313353674,7.64543578560038,7.75613790659769
South America,Colombia,55.38598901098904,55.08333333333332,56.231506849315046,57.353025936599416,56.05505617977528,55.34027397260263,55.840384615384586,56.82138888888891,56.24944751381212,55.59808743169399,56.01068493150683,55.840109890109865,55.51432506887051,55.225280898876406,56.499175824175815,56.933698630137,56.80356164383563,56.354644808743174,56.84027397260276,56.86263736263733,57.47609890109893,57.82734806629836,57.11041095890408,56.97638888888887,57.662952646239546,58.07014925373134,1.66925580776101,1.61750308939533,1.73863278682212,1.71491382104359,1.44932103595713,1.50440639819294,1.49577004295535,1.41822635805315,1.38137348068341,1.35921378531275,1.37815501028636,1.36051065966753,1.3787719381779,1.37618781817215,1.41424194119423,1.43131795380357,1.53989837625496,1.53384649831834,1.68098788159418,1.71582096359122,1.71939023077553,1.75379580314977,1.56507517599547,1.61039151744768,1.57782014077396,1.55225942282078
North America,Costa Rica,72.9668852459016,73.04955223880602,73.2906336088154,73.75055555555552,71.4870879120879,72.230303030303,73.2898071625344,74.10473537604456,73.48980716253449,73.32197802197804,72.19835616438361,72.64246575342463,72.42197802197799,71.65702479338842,72.86153846153849,72.4408219178082,72.13479452054794,72.38060109289619,72.65041095890409,73.03241758241761,73.79615384615379,73.32837465564738,72.8832876712329,72.86888888888883,73.50501392757658,74.93955223880592,1.34620594840654,1.23813191387641,1.20176358853416,1.31241755357497,1.29029612219109,1.24316664208044,1.33787391857638,1.33972958478134,1.38444495906757,1.39757336343115,1.45367568706039,1.49765701301822,1.71226744750417,1.66935403797623,1.5775366322261,1.53723769279563,1.5878028840627,1.57216378945795,1.62342547847402,1.61681138693653,1.53984215693524,1.61952841186564,1.63671577915361,1.62012119663525,1.56482445188662,1.35999554957394
